trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.3995984329713264}",20,10,-21.479376538757503,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.3976004408064698}",25,11,-48.86087894877035,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
185,False,"{'a': 0.5, 'e': 0.39561243860243744}",20,0,9.115496546433235,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.3936343764094253}",30,7,-2.2587802470307263,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.39166620452737816}",20,14,11.59216465941765,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.3897078735047413}",25,0,11.343215556874522,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.3877593341372176}",30,18,16.91306714889581,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.3858205374665315}",25,0,-106.74471937742211,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 2}",0
191,False,"{'a': 0.5, 'e': 0.38389143477919885}",20,4,10.89732491145324,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.3819719776053028}",20,6,29.437630757209917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.3800621177172763}",25,1,-20.706085055894427,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
194,False,"{'a': 0.5, 'e': 0.37816180712868996}",25,11,-21.44108688857013,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.37627099809304654}",20,0,-31.676788006988605,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
196,False,"{'a': 0.5, 'e': 0.3743896431025813}",25,16,-8.460769006892557,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.37251769488706843}",25,13,18.61925841477624,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.3706551064126331}",20,9,-21.617308824253303,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.5, 'e': 0.36880183088056995}",30,0,-72.20654393002589,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
200,False,"{'a': 0.5, 'e': 0.3669578217261671}",30,18,-38.46195600894375,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
201,False,"{'a': 0.5, 'e': 0.36512303261753626}",20,6,5.03679824216208,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.3632974174544486}",20,6,-25.424686053253318,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
203,False,"{'a': 0.5, 'e': 0.3614809303671764}",20,12,11.06056269093364,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.3596735257153405}",20,0,-86.86377818772309,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
205,False,"{'a': 0.5, 'e': 0.3578751580867638}",20,16,9.18576544916306,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.35608578229633}",25,3,-22.95688843549546,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
207,False,"{'a': 0.5, 'e': 0.3543053533848483}",20,15,-4.913315526775117,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.35253382661792404}",35,27,8.950810230303517,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.3507711574848344}",30,8,-59.55586477400853,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 2}",1
210,False,"{'a': 0.5, 'e': 0.34901730169741024}",20,13,14.080448441044108,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.3472722151889232}",20,10,-10.702315443377934,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.3455358541129786}",20,0,-68.34596418881296,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
213,False,"{'a': 0.5, 'e': 0.3438081748424137}",20,0,-64.30939060160478,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
214,False,"{'a': 0.5, 'e': 0.3420891339682016}",30,0,7.534381497286688,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.3403786882983606}",30,0,23.76530235554216,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.3386767948568688}",20,7,8.782315505702748,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.33698341088258443}",20,8,-32.422779480981184,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
218,False,"{'a': 0.5, 'e': 0.3352984938281715}",25,20,7.514991111957083,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.33362200135903064}",20,8,-30.7369699596779,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.33195389135223546}",30,8,0.9131824540409759,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.3302941218954743}",20,11,-19.525009305015175,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.32864265128599696}",20,10,-9.3750890155739,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.326999438029567}",30,18,11.715918027572567,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.3253644408394192}",20,10,20.886194794437348,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.3237376186352221}",30,19,-21.448301832022846,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
226,False,"{'a': 0.5, 'e': 0.322118930542046}",25,15,-41.43837240991977,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.32050833588933575}",20,0,3.0661139936650095,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.31890579420988907}",25,11,13.98310939241785,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.3173112652388396}",20,6,-11.495885633984113,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.3157247089126454}",20,0,-76.34974510729246,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
231,False,"{'a': 0.5, 'e': 0.3141460853680822}",20,8,11.701898899742329,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.3125753549412418}",20,14,-8.830005961827673,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.31101247816653554}",20,0,-13.152953052135446,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.30945741577570285}",20,3,16.923170450788795,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.3079101286968243}",30,13,-8.072367454782409,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.3063705780533402}",30,4,11.02583919413467,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.30483872516307353}",25,6,4.017357992706577,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.3033145315372582}",20,13,-0.43627341365905226,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.3017979588795719}",25,13,6.680907430428572,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.30028896908517405}",25,0,-21.868725581862826,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.2987875242397482}",30,24,14.341600596445339,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.29729358661854943}",20,13,9.92810558018663,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.29580711868545667}",25,9,16.932937411293626,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.2943280830920294}",35,16,34.78569821225996,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.29285644267656924}",30,18,-22.70290412553004,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
246,False,"{'a': 0.5, 'e': 0.2913921604631864}",25,3,-13.565449618840397,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.28993519966087045}",20,10,4.371257382111536,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.2884855236625661}",20,5,-30.98597084509149,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.28704309604425327}",35,5,36.551344875711585,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.285607880564032}",30,16,-22.157280243411286,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.28417984116121187}",25,16,17.92148293306877,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.2827589419554058}",25,12,21.975127861097224,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.28134514724562876}",20,5,-9.169136291482276,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.2799384215094006}",20,2,30.026169981105888,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.27853872940185365}",25,11,25.23904339282859,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.27714603575484437}",30,3,-5.332322117234041,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
257,False,"{'a': 0.5, 'e': 0.2757603055760701}",20,12,3.3016624802076677,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.2743815040481898}",20,3,-29.919978873438936,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
259,False,"{'a': 0.5, 'e': 0.2730095965279488}",25,0,-2.467908859367854,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
260,False,"{'a': 0.5, 'e': 0.27164454854530906}",20,0,-23.825905895552857,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
261,False,"{'a': 0.5, 'e': 0.2702863258025825}",20,5,-33.45107600415536,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
262,False,"{'a': 0.5, 'e': 0.2689348941735696}",25,16,-32.8759864455259,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
263,False,"{'a': 0.5, 'e': 0.26759021970270175}",25,11,10.708407983784932,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.2662522686041882}",20,16,7.038504501088616,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.2649210072611673}",20,7,-2.0697881932357944,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.26359640222486147}",20,13,14.454618462673157,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.26227842021373715}",20,6,4.188558623858441,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.2609670281126685}",20,4,26.632734811010426,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.25966219297210513}",20,11,-4.452719503452268,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.2583638820072446}",25,13,18.97601912356132,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.2570720625972084}",25,0,16.045954003515423,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.25578670228422234}",20,16,5.374087528660645,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.25450776877280124}",20,9,-22.200880303256522,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.5, 'e': 0.2532352299289372}",25,17,3.6584926211247817,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.2519690537792925}",25,9,-1.2291364488420375,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.2507092085103961}",25,11,25.55788361403377,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.2494556624678441}",20,13,-40.24713508250578,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
278,False,"{'a': 0.5, 'e': 0.24820838415550486}",25,5,11.22032562914124,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.24696734223472733}",35,16,20.17304012110372,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.2457325055235537}",25,8,-4.133298019104444,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.24450384299593592}",20,7,15.735247001923705,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.24328132378095624}",25,11,25.04660335558082,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.24206491716205145}",25,0,13.95659390854912,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.2408545925762412}",25,15,18.357177297492967,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.23965031961336}",35,14,-49.30265826676109,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
286,False,"{'a': 0.5, 'e': 0.2384520680152932}",25,8,11.957289558059042,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.23725980767521673}",35,10,-22.00302577090571,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
288,False,"{'a': 0.5, 'e': 0.23607350863684065}",30,16,-38.05430963348351,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
289,False,"{'a': 0.5, 'e': 0.23489314109365644}",20,0,-3.505762958075846,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.23371867538818816}",20,1,21.644955316760058,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.23255008201124722}",20,7,8.829538303173363,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.231387331601191}",20,14,9.380741267057001,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.23023039494318503}",30,17,9.92945577424159,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.2290792429684691}",20,0,-8.653767021677305,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.22793384675362674}",20,8,21.363407497896265,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.22679417751985861}",30,16,22.872368558686667,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.22566020663225933}",35,18,-8.385923810968064,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.22453190559909803}",20,11,17.906652384974617,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.22340924607110255}",25,18,14.798126350231243,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.22229219984074702}",20,14,10.68226846860329,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.2211807388415433}",25,8,9.780906521648692,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.22007483514733558}",20,12,4.749340526388397,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.2189744609715989}",20,0,-3.606381780614088,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
304,False,"{'a': 0.5, 'e': 0.2178795886667409}",20,0,-6.138624752014248,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
305,False,"{'a': 0.5, 'e': 0.2167901907234072}",20,10,19.735303699534157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.21570623976979014}",20,3,16.59388183379901,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.21462770857094118}",25,14,23.14174965846359,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.21355457002808648}",20,14,-9.667876214327908,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.21248679717794605}",20,7,9.097232267253416,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.21142436319205632}",25,16,-6.635292955362716,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.21036724137609603}",35,18,15.5702752373838,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.20931540516921554}",30,21,18.317444351887943,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.20826882814336947}",25,1,-2.906729945561043,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
314,False,"{'a': 0.5, 'e': 0.20722748400265262}",20,15,9.804453094411324,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.20619134658263935}",35,11,40.105708534105844,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.20516038984972615}",20,7,10.386055250270967,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.2041345879004775}",20,13,11.507453475650957,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.2031139149609751}",20,0,-4.083798338685332,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
319,False,"{'a': 0.5, 'e': 0.20209834538617025}",25,11,-16.729768842049733,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
320,False,"{'a': 0.5, 'e': 0.2010878536592394}",20,12,15.083835725786622,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.2000824143909432}",25,13,25.87978999750465,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.19908200231898848}",20,15,12.413373094410822,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.19808659230739353}",25,11,16.702622098190787,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.19709615934585656}",20,15,3.4773112860857593,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19611067854912728}",20,10,19.340442504975236,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.19513012515638165}",30,21,6.66443936798493,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.19415447453059972}",25,9,27.984463130533282,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.19318370215794672}",20,1,25.07352340226827,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.192217783647157}",25,3,19.391230405735005,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.1912566947289212}",25,9,12.724886901033328,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.1903004112552766}",20,1,-19.95444041734524,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
332,False,"{'a': 0.5, 'e': 0.18934890919900021}",25,19,10.43680232468085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.18840216465300522}",20,11,17.190045401997015,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.18746015382974018}",20,4,17.70706439655628,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.1865228530605915}",30,10,27.35350782678075,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.18559023879528855}",20,0,32.576927298447764,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
337,False,"{'a': 0.5, 'e': 0.1846622876013121}",20,2,6.952270429835087,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.18373897616330553}",20,15,13.11309550668642,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.182820281282489}",20,0,28.17292187785289,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
340,False,"{'a': 0.5, 'e': 0.18190617987607657}",25,5,24.121364747499584,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.18099664897669618}",25,0,-31.887127719925083,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
342,False,"{'a': 0.5, 'e': 0.1800916657318127}",30,1,-45.30751303767076,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 1}",1
343,False,"{'a': 0.5, 'e': 0.17919120740315364}",20,9,16.702040186999437,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.17829525136613786}",20,16,6.318317617420307,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.17740377510930716}",25,11,27.328623403911596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.17651675623376062}",20,2,2.4252479639544466,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.1756341724525918}",20,8,9.503328574509888,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.17475600159032884}",20,16,8.12990769039455,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.17388222158237718}",20,14,11.940112436920836,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.1730128104744653}",20,13,12.469883352000537,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.17214774642209296}",20,9,19.92351009503426,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.1712870076899825}",25,11,-37.891595988588804,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
353,False,"{'a': 0.5, 'e': 0.17043057265153258}",20,12,14.055494060398141,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.16957841978827493}",30,17,21.33646668482369,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.16873052768933355}",20,11,14.211060963725593,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.1678868750508869}",20,12,12.797330693874356,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.16704744067563246}",35,21,25.78520259223065,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.1662122034722543}",20,0,26.11002154515934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.16538114245489302}",25,17,14.96273374233787,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.16455423674261854}",25,9,30.947821204521684,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.16373146555890544}",25,4,22.177436283941315,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.16291280823111093}",25,9,27.9559607974719,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.16209824418995536}",20,6,1.5131547954441456,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.16128775296900558}",25,8,-41.94615563885727,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.16048131420416054}",25,14,6.500879275272325,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.15967890763313974}",25,11,27.627237544776147,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.15888051309497406}",20,0,26.97264159133505,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
